hid,size,occupants,race
13374,3,"[28151, 43523, 7316]",White
13375,2,"[41784, 11375]",White
13376,5,"[30738, 42247, 39546, 39322, 34583]",White
13377,4,"[23876, 8389, 11927, 15305]",White
13378,1,[7273],White
13379,7,"[25724, 9796, 19535, 43006, 11303, 10473, 41017]",White
13380,1,[41372],White
13381,1,[5859],White
13382,1,[31103],White
13383,2,"[17713, 12931]",White
13384,2,"[13478, 39695]",White
13385,2,"[13462, 22251]",White
13386,4,"[11259, 42271, 15644, 11211]",White
13387,2,"[26821, 31754]",White
13388,5,"[12462, 38936, 40378, 14756, 27224]",White
13389,1,[40184],White
13390,4,"[44429, 35211, 40705, 26208]",White
13391,1,[8540],White
13392,3,"[10622, 9837, 22327]",White
13393,2,"[25955, 6663]",White
13394,2,"[12015, 23538]",White
13395,1,[30156],White
13396,4,"[16082, 42647, 26246, 16705]",White
13397,1,[21999],White
13398,2,"[21136, 28222]",White
13399,2,"[7337, 41893]",White
13400,1,[26438],White
13401,1,[1108],White
13402,1,[27472],White
13403,2,"[39970, 37970]",White
13404,1,[31333],White
13405,1,[39397],White
13406,2,"[13028, 793]",White
13407,1,[21706],White
13408,3,"[18516, 14905, 43987]",White
13409,1,[18815],White
13410,4,"[146, 6866, 7179, 2886]",White
13411,1,[7880],White
13412,6,"[29689, 24022, 19125, 13104, 9297, 2693]",White
13413,4,"[29071, 25841, 42974, 4604]",White
13414,3,"[24825, 6649, 14544]",White
13415,5,"[10032, 13976, 30256, 18983, 36802]",White
13416,6,"[11630, 41606, 15505, 5076, 31519, 7836]",White
13417,5,"[25133, 20897, 39539, 43884, 44390]",White
13418,3,"[44138, 13097, 39682]",White
13419,2,"[38247, 12974]",White
13420,3,"[32903, 32064, 27955]",White
13421,4,"[20671, 13371, 4826, 30434]",White
13422,4,"[18135, 6409, 8877, 37653]",White
13423,1,[2972],White
13424,3,"[14887, 2545, 4711]",White
13425,6,"[21195, 27534, 37607, 141, 4253, 8147]",White
13426,1,[19332],White
13427,1,[4154],White
13428,5,"[17305, 30846, 27898, 24072, 14488]",White
13429,2,"[30261, 9448]",White
13430,1,[37881],White
13431,3,"[17214, 17377, 12702]",White
13432,2,"[39871, 12246]",White
13433,2,"[11919, 8162]",White
13434,1,[35317],White
13435,2,"[11532, 29846]",White
13436,5,"[29547, 33982, 14512, 27410, 15685]",White
13437,1,[5698],White
13438,2,"[21445, 17929]",White
13439,2,"[5165, 44171]",White
13440,2,"[18096, 25244]",White
13441,2,"[33138, 16805]",White
13442,3,"[4010, 13670, 31917]",White
13443,1,[22304],White
13444,2,"[34841, 18262]",White
13445,2,"[8113, 41891]",White
13446,1,[41462],White
13447,2,"[42484, 28550]",White
13448,4,"[38166, 40503, 35532, 43356]",White
13449,2,"[108, 23708]",White
13450,3,"[24120, 14937, 3957]",White
13451,1,[26209],White
13452,6,"[38063, 41528, 23927, 36043, 7069, 12362]",White
13453,4,"[25144, 40791, 21587, 20334]",White
13454,1,[26712],White
13455,3,"[21843, 36744, 14432]",White
13456,5,"[6650, 39515, 43392, 12491, 6042]",White
13457,4,"[22146, 36645, 39886, 34480]",White
13458,1,[29171],White
13459,2,"[28345, 14388]",White
13460,2,"[851, 5550]",White
13461,2,"[24995, 44437]",White
13462,2,"[38514, 16657]",White
13463,1,[43411],White
13464,1,[10967],White
13465,3,"[13377, 26245, 17311]",White
13466,1,[122],White
13467,1,[27855],White
13468,1,[2809],White
13469,2,"[5656, 39412]",White
13470,1,[37039],White
13471,1,[4629],White
13472,3,"[27428, 31911, 26465]",White
13473,2,"[36937, 7748]",White
13474,4,"[6375, 2946, 29166, 32920]",White
13475,3,"[27514, 9374, 33071]",White
13476,2,"[17247, 42705]",White
13477,3,"[12793, 9094, 37499]",White
13478,1,[5739],White
13479,2,"[23856, 6643]",White
13480,2,"[23456, 15995]",White
13481,2,"[3435, 9465]",White
13482,2,"[19942, 16351]",White
13483,2,"[18426, 4443]",White
13484,1,[31932],White
13485,2,"[4109, 25318]",White
13486,1,[31987],White
13487,1,[28409],White
13488,4,"[20369, 889, 40405, 994]",White
13489,4,"[35089, 42042, 20306, 39998]",White
13490,2,"[28858, 43210]",White
13491,4,"[25831, 40474, 11747, 12286]",White
13492,2,"[4574, 15959]",White
13493,5,"[20738, 931, 21798, 3437, 21571]",White
13494,2,"[8816, 26294]",White
13495,3,"[13674, 23915, 22589]",White
13496,4,"[19660, 3333, 37508, 32252]",White
13497,3,"[9013, 30381, 38145]",White
13498,1,[1923],White
13499,2,"[16570, 23213]",White
13500,2,"[21802, 11292]",White
13501,2,"[6116, 44348]",White
13502,6,"[43260, 36343, 38445, 35967, 15742, 5003]",White
13503,1,[13226],White
13504,3,"[20126, 32156, 1904]",White
13505,1,[38851],White
13506,3,"[11934, 13139, 40919]",White
13507,1,[7692],White
13508,2,"[43850, 31463]",White
13509,2,"[11868, 25266]",White
13510,1,[6871],White
13511,1,[12019],White
13512,2,"[35430, 29201]",White
13513,1,[30442],White
13514,2,"[10005, 3726]",White
13515,2,"[2832, 13000]",White
13516,2,"[15127, 9473]",White
13517,1,[8428],White
13518,1,[41064],White
13519,2,"[7796, 29927]",White
13520,3,"[33203, 34688, 4650]",White
13521,2,"[29837, 26905]",White
13522,6,"[42764, 32765, 446, 34807, 28003, 20986]",White
13523,2,"[19343, 4324]",White
13524,2,"[15492, 8967]",White
13525,3,"[39295, 36458, 27594]",White
13526,2,"[31507, 22385]",White
13527,2,"[6313, 32055]",White
13528,1,[15986],White
13529,1,[23895],White
13530,3,"[36047, 43915, 769]",White
13531,3,"[42251, 12628, 29103]",White
13532,1,[22073],White
13533,2,"[21618, 8851]",White
13534,2,"[29387, 38406]",White
13535,2,"[43264, 15054]",White
13536,1,[15009],White
13537,2,"[39872, 33721]",White
13538,2,"[17327, 9778]",White
13539,3,"[13317, 20815, 9428]",White
13540,7,"[6331, 18882, 26238, 12929, 511, 15374, 30446]",White
13541,1,[1489],White
13542,3,"[40954, 31963, 18698]",White
13543,2,"[10972, 41590]",White
13544,1,[27893],White
13545,2,"[43413, 25125]",White
13546,4,"[11870, 26786, 27033, 27389]",White
13547,2,"[8172, 42700]",White
13548,3,"[35991, 15193, 1677]",White
13549,3,"[27930, 34948, 41508]",White
13550,2,"[23687, 7547]",White
13551,4,"[19111, 2195, 34135, 29243]",White
13552,1,[8741],White
13553,2,"[20187, 7268]",White
13554,2,"[37473, 32456]",White
13555,2,"[28487, 13297]",White
13556,2,"[27397, 25943]",White
13557,2,"[31863, 4985]",White
13558,2,"[11366, 2234]",White
13559,7,"[9807, 43865, 39778, 36244, 7769, 20135, 4444]",White
13560,1,[39814],White
13561,2,"[10105, 2060]",White
13562,2,"[9508, 11406]",White
13563,5,"[32487, 36318, 14790, 30127, 27933]",White
13564,2,"[10517, 15654]",White
13565,1,[38083],White
13566,4,"[25975, 4544, 38813, 14744]",White
13567,3,"[25344, 43029, 21493]",White
13568,4,"[15008, 9111, 29064, 43735]",White
13569,5,"[8121, 26655, 4764, 13650, 13994]",White
13570,1,[4950],White
13571,3,"[24561, 1240, 26100]",White
13572,1,[602],White
13573,2,"[18782, 12077]",White
13574,4,"[39211, 27493, 39121, 23843]",White
13575,2,"[32536, 29885]",White
13576,2,"[24376, 10939]",White
13577,1,[898],White
13578,1,[30344],White
13579,1,[37365],White
13580,2,"[44277, 1840]",White
13581,1,[32367],White
13582,2,"[30267, 43979]",White
13583,1,[5546],White
13584,2,"[22055, 8870]",White
13585,2,"[24028, 42574]",White
13586,2,"[10488, 15377]",White
13587,3,"[31363, 39038, 32121]",White
13588,2,"[9741, 7998]",White
13589,2,"[18847, 10319]",White
13590,4,"[4780, 21635, 25983, 22886]",White
13591,3,"[24105, 119, 38498]",White
13592,2,"[39709, 38624]",White
13593,2,"[42759, 21984]",White
13594,2,"[10003, 43938]",White
13595,3,"[32331, 12197, 43113]",White
13596,2,"[40982, 10062]",White
13597,2,"[39199, 13319]",White
13598,3,"[20384, 23908, 4073]",White
13599,2,"[19107, 43816]",White
13600,7,"[43526, 23545, 18982, 28762, 18040, 18629, 21017]",White
13601,1,[27201],White
13602,3,"[39365, 14198, 37070]",White
13603,4,"[37140, 20728, 20844, 7492]",White
13604,2,"[527, 23274]",White
13605,2,"[21272, 30100]",White
13606,2,"[19491, 10227]",White
13607,1,[41076],White
13608,4,"[28566, 19746, 17599, 26429]",White
13609,2,"[29888, 10087]",White
13610,2,"[28148, 43251]",White
13611,2,"[40520, 14638]",White
13612,1,[14987],White
13613,1,[9994],White
13614,2,"[3459, 33492]",White
13615,3,"[40774, 20779, 3846]",White
13616,4,"[16589, 23161, 36867, 30771]",White
13617,4,"[42760, 22690, 44306, 26451]",White
13618,1,[9969],White
13619,3,"[22729, 40055, 19822]",White
13620,3,"[1035, 29039, 3724]",White
13621,4,"[21578, 15859, 43190, 19709]",White
13622,4,"[40153, 19415, 29844, 41219]",White
13623,2,"[38909, 26533]",White
13624,2,"[2625, 15111]",White
13625,2,"[2808, 26722]",White
13626,5,"[5226, 38303, 19, 19056, 35638]",White
13627,3,"[20232, 29163, 34784]",White
13628,2,"[43289, 27794]",White
13629,5,"[41687, 27900, 27843, 5030, 35319]",White
13630,4,"[29831, 44524, 25524, 22923]",White
13631,2,"[41646, 8250]",White
13632,2,"[6770, 11575]",White
13633,4,"[7668, 37785, 44189, 28760]",White
13634,3,"[19844, 18783, 19721]",White
13635,1,[21632],White
13636,2,"[43925, 19559]",White
13637,3,"[26025, 8184, 39906]",White
13638,1,[11340],White
13639,3,"[23827, 25509, 4061]",White
13640,1,[14683],White
13641,3,"[32445, 17195, 13586]",White
13642,3,"[5903, 34872, 24039]",White
13643,2,"[10100, 23956]",White
13644,2,"[20727, 18168]",White
13645,3,"[35851, 2818, 19238]",White
13646,1,[30367],White
13647,2,"[36273, 41680]",White
13648,2,"[32780, 32649]",White
13649,2,"[25695, 35670]",White
13650,4,"[21582, 790, 22111, 19620]",White
13651,1,[16012],White
13652,3,"[38748, 19567, 22455]",White
13653,1,[31950],White
13654,2,"[35637, 15868]",White
13655,1,[42553],White
13656,4,"[32202, 3869, 40210, 40401]",White
13657,3,"[41366, 29362, 9203]",White
13658,2,"[4521, 6254]",White
13659,4,"[20810, 36208, 41563, 4657]",White
13660,1,[25704],White
13661,3,"[43199, 39237, 8962]",White
13662,3,"[2905, 222, 27759]",White
13663,6,"[37571, 4315, 20184, 19585, 32138, 2955]",White
13664,2,"[14494, 43229]",White
13665,1,[40646],White
13666,1,[16108],White
13667,1,[18282],White
13668,1,[2658],White
13669,2,"[38370, 34295]",White
13670,4,"[35941, 37175, 37795, 9019]",White
13671,2,"[1988, 4492]",White
13672,2,"[23525, 28220]",White
13673,1,[14047],White
13674,2,"[44399, 35059]",White
13675,2,"[21438, 43532]",White
13676,3,"[36432, 16007, 28938]",White
13677,3,"[8814, 5603, 22849]",White
13678,3,"[22126, 21206, 36014]",White
13679,3,"[8022, 34787, 41105]",White
13680,2,"[29153, 3190]",White
13681,4,"[3996, 6453, 9042, 36472]",White
13682,1,[11702],White
13683,2,"[15790, 5861]",White
13684,2,"[11606, 40857]",White
13685,4,"[696, 8955, 23306, 30552]",White
13686,1,[13300],White
13687,2,"[22661, 6524]",White
13688,4,"[1933, 19659, 36312, 28925]",White
13689,1,[10493],White
13690,4,"[29281, 1911, 12047, 27954]",White
13691,3,"[885, 24262, 14126]",White
13692,2,"[41275, 41844]",White
13693,5,"[27658, 25106, 2928, 33324, 34763]",White
13694,1,[23248],White
13695,2,"[41770, 26756]",White
13696,2,"[23471, 8373]",White
13697,3,"[34165, 23367, 27103]",White
13698,2,"[204, 43956]",White
13699,2,"[4777, 3661]",White
13700,1,[9333],White
13701,4,"[11444, 41935, 35197, 24069]",White
13702,2,"[41942, 10453]",White
13703,4,"[42500, 32382, 1533, 2993]",White
13704,1,[14396],White
13705,1,[25457],White
13706,2,"[160, 22544]",White
13707,2,"[19905, 11193]",White
13708,2,"[41836, 29746]",White
13709,4,"[8050, 44024, 41632, 26300]",White
13710,3,"[9228, 16791, 37535]",White
13711,2,"[33209, 8003]",White
13712,3,"[28910, 15809, 8469]",White
13713,5,"[17520, 7120, 15930, 8487, 15720]",White
13714,2,"[29133, 23938]",White
13715,1,[19114],White
13716,2,"[5423, 39179]",White
13717,1,[21295],White
13718,3,"[30864, 20192, 16672]",White
13719,2,"[85, 15649]",White
13720,3,"[3017, 1142, 41248]",White
13721,3,"[7694, 12571, 42233]",White
13722,3,"[22698, 12778, 40645]",White
13723,5,"[42697, 33532, 16656, 18414, 39309]",White
13724,3,"[15802, 33144, 25819]",White
13725,2,"[17491, 36371]",White
13726,5,"[36681, 43033, 11872, 2642, 15733]",White
13727,4,"[30902, 615, 9158, 1471]",White
13728,2,"[6407, 5612]",White
13729,3,"[28989, 2051, 43672]",White
13730,6,"[39877, 1805, 17227, 42020, 18962, 14340]",White
13731,2,"[10581, 15844]",White
13732,6,"[37973, 8363, 33997, 31517, 22139, 8125]",White
13733,4,"[4733, 28050, 1553, 573]",White
13734,2,"[6279, 31480]",White
13735,5,"[14595, 30345, 18037, 12828, 13546]",White
13736,2,"[15017, 36021]",White
13737,3,"[20112, 26726, 40777]",White
13738,3,"[28351, 947, 6022]",White
13739,1,[8825],White
13740,4,"[17286, 5583, 41240, 19285]",White
13741,1,[40794],White
13742,1,[29043],White
13743,4,"[8722, 37233, 5368, 5217]",White
13744,1,[4497],White
13745,2,"[1204, 26067]",White
13746,1,[13304],White
13747,1,[22310],White
13748,3,"[8164, 627, 1788]",White
13749,2,"[37814, 5818]",White
13750,2,"[17208, 8811]",White
13751,3,"[4757, 12902, 35491]",White
13752,1,[26782],White
13753,1,[21989],White
13754,1,[37765],White
13755,3,"[4745, 12618, 1143]",White
13756,2,"[32199, 27571]",White
13757,3,"[35875, 4982, 26978]",White
13758,2,"[28256, 1333]",White
13759,2,"[26065, 28709]",White
13760,4,"[2773, 33478, 7046, 38118]",White
13761,2,"[13200, 14929]",White
13762,4,"[33232, 1365, 39289, 29263]",White
13763,1,[4512],White
13764,2,"[20955, 4293]",White
13765,1,[4231],White
13766,3,"[26950, 21558, 16112]",White
13767,1,[40016],White
13768,4,"[28179, 31306, 38262, 40674]",White
13769,3,"[6111, 10608, 41388]",White
13770,1,[15761],White
13771,4,"[1325, 11494, 19253, 37353]",White
13772,2,"[43885, 38553]",White
13773,3,"[28912, 33759, 38633]",White
13774,4,"[2184, 9320, 7239, 38775]",White
13775,2,"[5958, 23293]",White
13776,5,"[36416, 24998, 36698, 27002, 31504]",White
13777,4,"[20566, 16993, 16043, 35118]",White
13778,1,[12003],White
13779,4,"[7779, 36072, 30008, 13614]",White
13780,3,"[4453, 43246, 4961]",White
13781,4,"[30835, 5905, 44411, 42374]",White
13782,5,"[43355, 4139, 13712, 41308, 30790]",White
13783,1,[12477],White
13784,2,"[21199, 11093]",White
13785,1,[19298],White
13786,3,"[41726, 37261, 26257]",White
13787,2,"[9908, 35615]",White
13788,4,"[35970, 23101, 27152, 40407]",White
13789,3,"[26751, 42702, 17597]",White
13790,5,"[35675, 9638, 42742, 2953, 31375]",White
13791,1,[22881],White
13792,3,"[11490, 14720, 42081]",White
13793,1,[8282],White
13794,1,[37614],White
13795,3,"[18501, 41242, 1921]",White
13796,2,"[2765, 36783]",White
13797,3,"[30767, 2445, 34821]",White
13798,2,"[5715, 5662]",White
13799,1,[18032],White
13800,1,[14923],White
13801,4,"[17427, 30646, 40241, 21193]",White
13802,2,"[3496, 44525]",White
13803,2,"[33312, 9858]",White
13804,2,"[30426, 26292]",White
13805,1,[14344],White
13806,4,"[23102, 19036, 44094, 36285]",White
13807,3,"[8293, 22053, 32328]",White
13808,1,[10794],White
13809,2,"[27977, 35066]",White
13810,2,"[19198, 38112]",White
13811,1,[9566],White
13812,7,"[5419, 7647, 22291, 3007, 42669, 8664, 31244]",White
13813,4,"[26598, 29511, 11671, 41771]",White
13814,2,"[34709, 43204]",White
13815,3,"[36439, 28190, 34838]",White
13816,2,"[8046, 21791]",White
13817,2,"[16556, 18542]",White
13818,2,"[16328, 19063]",White
13819,1,[41655],White
13820,4,"[28659, 1867, 15538, 44053]",White
13821,1,[31676],White
13822,1,[42489],White
13823,2,"[8234, 986]",White
13824,1,[21380],White
13825,4,"[6072, 2495, 23344, 30593]",White
13826,2,"[14931, 42729]",White
13827,4,"[8188, 30665, 42950, 6867]",White
13828,5,"[8372, 20546, 19417, 27790, 34221]",White
13829,5,"[11231, 38616, 20089, 18027, 22265]",White
13830,2,"[37570, 30814]",White
13831,1,[8413],White
13832,3,"[1435, 1310, 26396]",White
13833,2,"[22502, 2923]",White
13834,5,"[8572, 2685, 5980, 31773, 5354]",White
13835,3,"[7003, 10479, 14177]",White
13836,6,"[17529, 23717, 2768, 24441, 28554, 34376]",White
13837,2,"[25908, 11358]",White
13838,3,"[1024, 2781, 24592]",White
13839,2,"[44465, 42534]",White
13840,2,"[40592, 21760]",White
13841,4,"[9090, 20301, 15281, 2959]",White
13842,1,[25918],White
13843,4,"[9498, 39046, 33974, 23017]",White
13844,3,"[39852, 13008, 34941]",White
13845,1,[24619],White
13846,2,"[25762, 7486]",White
13847,2,"[11545, 7578]",White
13848,3,"[42758, 44417, 12009]",White
13849,2,"[37985, 30291]",White
13850,2,"[6365, 41897]",White
13851,2,"[12311, 14441]",White
13852,3,"[35291, 38767, 41905]",White
13853,2,"[35161, 31668]",White
13854,2,"[36972, 15206]",White
13855,2,"[3972, 19588]",White
13856,3,"[6771, 6200, 2364]",White
13857,5,"[43206, 27667, 22972, 37813, 33201]",White
13858,2,"[43101, 5089]",White
13859,1,[35611],White
13860,2,"[10233, 21955]",White
13861,2,"[35051, 26787]",White
13862,1,[6097],White
13863,3,"[39805, 956, 29952]",White
13864,4,"[44203, 10021, 3838, 9328]",White
13865,6,"[33616, 43354, 32136, 41979, 26814, 17995]",White
13866,1,[28752],White
13867,3,"[31912, 4936, 43666]",White
13868,4,"[25398, 12673, 31537, 2831]",White
13869,3,"[25867, 25160, 29167]",White
13870,2,"[33184, 33320]",White
13871,3,"[10642, 20440, 15334]",White
13872,1,[19952],White
13873,2,"[2952, 43779]",White
13874,1,[43300],White
13875,3,"[27623, 9812, 539]",White
13876,2,"[27077, 26865]",White
13877,1,[23451],White
13878,2,"[9831, 13490]",White
13879,6,"[24251, 23791, 32393, 8015, 16744, 13589]",White
13880,2,"[34521, 18931]",White
13881,2,"[42546, 22575]",White
13882,4,"[29937, 41747, 11465, 28092]",White
13883,1,[43468],White
13884,4,"[9932, 43996, 32417, 21540]",White
13885,5,"[35825, 34608, 22163, 30421, 5471]",White
13886,4,"[27927, 5303, 314, 26427]",White
13887,2,"[9315, 21585]",White
13888,1,[14803],White
13889,2,"[15764, 12719]",White
13890,1,[28263],White
13891,1,[16070],White
13892,1,[27140],White
13893,2,"[34904, 29389]",White
13894,2,"[39107, 4939]",White
13895,1,[32877],White
13896,1,[20893],White
13897,2,"[1691, 2226]",White
13898,2,"[41112, 37597]",White
13899,4,"[19295, 5347, 39154, 9150]",White
13900,5,"[4312, 40080, 116, 2549, 10500]",White
13901,4,"[22658, 16341, 41708, 27068]",White
13902,1,[32093],White
13903,2,"[1506, 20621]",White
13904,4,"[3141, 16779, 36090, 9671]",White
13905,2,"[41292, 23544]",White
13906,2,"[31792, 28943]",White
13907,1,[43703],White
13908,1,[42665],White
13909,2,"[32056, 39526]",White
13910,2,"[8972, 32399]",White
13911,1,[28416],White
13912,5,"[7849, 6660, 32782, 35088, 13678]",White
13913,2,"[2845, 39055]",White
13914,1,[31591],White
13915,1,[10669],White
13916,1,[14492],White
13917,2,"[17061, 20711]",White
13918,2,"[40633, 41931]",White
13919,1,[1835],White
13920,2,"[19135, 2298]",White
13921,1,[1265],White
13922,5,"[16729, 18111, 15688, 30485, 34445]",White
13923,3,"[27881, 14048, 39137]",White
13924,7,"[17959, 1092, 38433, 1440, 22789, 23613, 3423]",White
13925,3,"[36097, 19577, 40918]",White
13926,2,"[17956, 9312]",White
13927,3,"[38321, 18918, 19818]",White
13928,2,"[24951, 14453]",White
13929,2,"[42673, 40563]",White
13930,1,[8989],White
13931,4,"[33263, 2085, 35920, 22771]",White
13932,6,"[25741, 20489, 35384, 39959, 29242, 29446]",White
13933,1,[42453],White
13934,2,"[35805, 6614]",White
13935,3,"[18800, 26251, 22475]",White
13936,2,"[16113, 30645]",White
13937,1,[40278],White
13938,2,"[30554, 23446]",White
13939,2,"[39101, 35359]",White
13940,3,"[41272, 4648, 42037]",White
13941,2,"[21407, 44530]",White
13942,1,[26127],White
13943,3,"[8021, 6851, 838]",White
13944,2,"[16778, 42625]",White
13945,2,"[28071, 27441]",White
13946,1,[27651],White
13947,2,"[21896, 41940]",White
13948,3,"[17037, 12244, 20037]",White
13949,2,"[6644, 44372]",White
13950,2,"[11891, 8845]",White
13951,1,[39827],White
13952,2,"[3015, 11182]",White
13953,1,[14626],White
13954,4,"[2684, 42138, 25382, 16458]",White
13955,2,"[20191, 42979]",White
13956,2,"[39056, 7855]",White
13957,5,"[11495, 34515, 27726, 5341, 7997]",White
13958,2,"[34924, 30207]",White
13959,2,"[20525, 606]",White
13960,7,"[44354, 8052, 16337, 17910, 3466, 2786, 25713]",White
13961,2,"[7682, 33789]",White
13962,3,"[4175, 37471, 33641]",White
13963,3,"[6598, 15876, 33765]",White
13964,3,"[24705, 16475, 32724]",White
13965,2,"[35727, 18418]",White
13966,3,"[27380, 40298, 31034]",White
13967,2,"[33945, 32741]",White
13968,4,"[15037, 449, 30051, 34107]",White
13969,2,"[13957, 31174]",White
13970,1,[6738],White
13971,2,"[18594, 40785]",White
13972,3,"[10020, 27902, 36176]",White
13973,5,"[30236, 22162, 32040, 12754, 30618]",White
13974,5,"[18834, 39947, 32216, 23979, 18342]",White
13975,1,[3365],White
13976,2,"[10890, 33855]",White
13977,1,[1580],White
13978,5,"[5629, 33830, 34962, 33780, 577]",White
13979,1,[1161],White
13980,4,"[8757, 10504, 13413, 33986]",White
13981,1,[26600],White
13982,3,"[15607, 43837, 39259]",White
13983,1,[33525],White
13984,3,"[38034, 15402, 1341]",White
13985,2,"[24886, 40480]",White
13986,2,"[41762, 41262]",White
13987,1,[24591],White
13988,2,"[13048, 423]",White
13989,2,"[10770, 10793]",White
13990,2,"[10410, 26423]",White
13991,5,"[22980, 23442, 9951, 14071, 23539]",White
13992,6,"[19081, 42987, 18935, 40975, 38841, 1800]",White
13993,1,[27499],White
13994,4,"[17131, 14218, 27588, 2117]",White
13995,5,"[21756, 19762, 39605, 8840, 12138]",White
13996,1,[20898],White
13997,4,"[27665, 1637, 36888, 5640]",White
13998,2,"[27185, 31744]",White
13999,4,"[28468, 16006, 20498, 1717]",White
14000,4,"[43814, 31224, 28441, 4681]",White
14001,5,"[5480, 29228, 10884, 40703, 600]",White
14002,2,"[18181, 24880]",White
14003,2,"[19251, 3570]",White
14004,4,"[498, 16311, 26356, 41346]",White
14005,1,[19207],White
14006,2,"[39504, 8971]",White
14007,3,"[1339, 5249, 19899]",White
14008,4,"[13886, 42636, 11084, 19199]",White
14009,5,"[7359, 34722, 8300, 32184, 6886]",White
14010,1,[18586],White
14011,5,"[26285, 32871, 34361, 21397, 7953]",White
14012,1,[17078],White
14013,2,"[18233, 37612]",White
14014,4,"[13764, 21124, 6167, 213]",White
14015,1,[19416],White
14016,1,[36333],White
14017,4,"[31281, 37639, 44592, 4770]",White
14018,2,"[14418, 17489]",White
14019,1,[32123],White
14020,2,"[27566, 32585]",White
14021,1,[4724],White
14022,2,"[8231, 10447]",White
14023,1,[18179],White
14024,3,"[38713, 36298, 36400]",White
14025,4,"[14259, 2128, 13175, 32341]",White
14026,3,"[10930, 17789, 9460]",White
14027,4,"[20041, 17004, 36940, 29520]",White
14028,2,"[3971, 36859]",White
14029,2,"[4166, 43572]",White
14030,3,"[32820, 30541, 25389]",White
14031,1,[4556],White
14032,1,[25493],White
14033,2,"[3354, 35680]",White
14034,2,"[22673, 35354]",White
14035,1,[6988],White
14036,6,"[30044, 12472, 28721, 6140, 607, 36892]",White
14037,1,[23760],White
14038,1,[42789],White
14039,6,"[33638, 14625, 36194, 12854, 38229, 17783]",White
14040,2,"[10210, 31898]",White
14041,2,"[30937, 5379]",White
14042,1,[11364],White
14043,4,"[11227, 19771, 19995, 37687]",White
14044,2,"[13628, 16632]",White
14045,2,"[44207, 5740]",White
14046,1,[22905],White
14047,5,"[22421, 38552, 17149, 22410, 32147]",White
14048,5,"[38408, 23146, 40932, 19329, 9366]",White
14049,1,[21144],White
14050,2,"[32305, 23548]",White
14051,2,"[8279, 41056]",White
14052,2,"[30497, 36078]",White
14053,4,"[44280, 1688, 15046, 7015]",White
14054,2,"[18255, 29230]",White
14055,2,"[2636, 17108]",White
14056,1,[5723],White
14057,4,"[31853, 6378, 11328, 30040]",White
14058,5,"[5157, 13528, 18098, 7685, 2168]",White
14059,3,"[24664, 22064, 17160]",White
14060,5,"[4029, 33992, 33903, 29714, 37854]",White
14061,2,"[1872, 26036]",White
14062,1,[5566],White
14063,3,"[368, 14195, 22295]",White
14064,2,"[3749, 15025]",White
14065,2,"[5853, 9943]",White
14066,1,[1378],White
14067,3,"[10960, 5943, 2183]",White
14068,2,"[4809, 40264]",White
14069,5,"[31055, 1374, 20427, 33661, 9517]",White
14070,2,"[29527, 33417]",White
14071,1,[25191],White
14072,5,"[23233, 17819, 23880, 14774, 42782]",White
14073,1,[22622],White
14074,2,"[35404, 16463]",White
14075,4,"[31978, 36966, 5233, 1051]",White
14076,1,[18258],White
14077,4,"[29947, 42207, 31730, 22715]",White
14078,1,[38493],White
14079,1,[6919],White
14080,5,"[18427, 36724, 16222, 19649, 29675]",White
14081,1,[33786],White
14082,1,[41231],White
14083,1,[20683],White
14084,4,"[21954, 17481, 39224, 2306]",White
14085,2,"[19531, 33091]",White
14086,2,"[553, 11030]",White
14087,2,"[15730, 38762]",White
14088,2,"[31757, 39333]",White
14089,3,"[20344, 24833, 4699]",White
14090,1,[11565],White
14091,2,"[2918, 31587]",White
14092,1,[1947],White
14093,1,[31852],White
14094,2,"[36215, 31986]",White
14095,4,"[26583, 16782, 22497, 37518]",White
14096,2,"[28132, 8396]",White
14097,1,[11354],White
14098,2,"[11140, 32025]",White
14099,3,"[503, 1848, 11165]",White
14100,3,"[23811, 11937, 43159]",White
14101,3,"[18273, 10593, 10034]",White
14102,1,[37330],White
14103,7,"[19698, 28495, 22546, 33458, 1715, 24512, 14831]",White
14104,2,"[30107, 17569]",White
14105,1,[37878],White
14106,1,[27999],White
14107,4,"[20712, 42009, 7503, 30565]",White
14108,4,"[1039, 33685, 6691, 27241]",White
14109,6,"[44212, 22091, 43124, 9192, 9217, 37062]",White
14110,1,[36949],White
14111,2,"[34587, 26525]",White
14112,1,[18654],White
14113,2,"[43880, 10030]",White
14114,2,"[7142, 2596]",White
14115,1,[44169],White
14116,5,"[758, 31221, 22711, 25, 33940]",White
14117,1,[18447],White
14118,1,[32719],White
14119,4,"[19890, 2609, 33729, 7505]",White
14120,6,"[29400, 41790, 11202, 25876, 19066, 6515]",White
14121,5,"[8187, 21071, 9311, 29216, 37076]",White
14122,1,[31294],White
14123,2,"[22963, 26819]",White
14124,3,"[18481, 17084, 22254]",White
14125,1,[27259],White
14126,7,"[24648, 4943, 27028, 32010, 13222, 23436, 30797]",White
14127,2,"[37124, 19315]",White
14128,1,[20928],White
14129,1,[29368],White
14130,1,[40931],White
14131,3,"[34681, 39701, 9266]",White
14132,4,"[5228, 25238, 37721, 3950]",White
14133,1,[35152],White
14134,1,[5755],White
14135,1,[28512],White
14136,1,[4620],White
14137,4,"[20990, 24211, 39950, 42038]",White
14138,1,[26244],White
14139,2,"[29065, 8040]",White
